lm0_x,lm0_y,lm0_z,lm1_x,lm1_y,lm1_z,lm2_x,lm2_y,lm2_z,lm3_x,lm3_y,lm3_z,lm4_x,lm4_y,lm4_z,lm5_x,lm5_y,lm5_z,lm6_x,lm6_y,lm6_z,lm7_x,lm7_y,lm7_z,lm8_x,lm8_y,lm8_z,lm9_x,lm9_y,lm9_z,lm10_x,lm10_y,lm10_z,lm11_x,lm11_y,lm11_z,lm12_x,lm12_y,lm12_z,lm13_x,lm13_y,lm13_z,lm14_x,lm14_y,lm14_z,lm15_x,lm15_y,lm15_z,lm16_x,lm16_y,lm16_z,lm17_x,lm17_y,lm17_z,lm18_x,lm18_y,lm18_z,lm19_x,lm19_y,lm19_z,lm20_x,lm20_y,lm20_z,label
0.6393227577209473,0.6376867890357971,3.836142639102036e-07,0.5930876731872559,0.6114317774772644,-0.017161639407277107,0.5525810122489929,0.5606400370597839,-0.028123944997787476,0.5173880457878113,0.5287238955497742,-0.038900382816791534,0.4831622242927551,0.5174078345298767,-0.05072890222072601,0.5892196893692017,0.4641861319541931,-0.018329262733459473,0.5665715336799622,0.3951870799064636,-0.03366394713521004,0.5529102087020874,0.35126471519470215,-0.04621748998761177,0.5430658459663391,0.3130874037742615,-0.05611027032136917,0.6244028806686401,0.4529775381088257,-0.02437746711075306,0.6224632859230042,0.370090514421463,-0.03784376382827759,0.6210297346115112,0.31467849016189575,-0.05131009221076965,0.6202462911605835,0.2680525779724121,-0.061380960047245026,0.6571336388587952,0.4627589285373688,-0.032820310443639755,0.6688061952590942,0.3878878355026245,-0.04959897696971893,0.6768405437469482,0.34022870659828186,-0.06329845637083054,0.6825025081634521,0.2989581823348999,-0.07275116443634033,0.686150848865509,0.488554984331131,-0.042504407465457916,0.7115412354469299,0.4433601200580597,-0.05810421332716942,0.7282040119171143,0.41172441840171814,-0.06537049263715744,0.7416242361068726,0.383053183555603,-0.070164754986763,OPEN_PALM
0.6371868252754211,0.6365954875946045,3.720256529504695e-07,0.5911469459533691,0.6112300753593445,-0.016200125217437744,0.5498571991920471,0.5599119663238525,-0.026461699977517128,0.5146225094795227,0.5281215906143188,-0.036542803049087524,0.4807698726654053,0.5182912945747375,-0.04790949076414108,0.5863663554191589,0.4643448293209076,-0.018427614122629166,0.5637023448944092,0.39573168754577637,-0.03315240517258644,0.5503227114677429,0.3526419401168823,-0.04520479962229729,0.5407781600952148,0.3151364028453827,-0.05476367846131325,0.6214500069618225,0.4528408646583557,-0.02464752271771431,0.6188092231750488,0.3694934546947479,-0.037561751902103424,0.6173560619354248,0.314547061920166,-0.050707459449768066,0.6167395114898682,0.2684260904788971,-0.060665957629680634,0.6542260646820068,0.46266359090805054,-0.03302829712629318,0.6657192707061768,0.38757967948913574,-0.04911602661013603,0.6734201908111572,0.3397417664527893,-0.06274932622909546,0.6786759495735168,0.298349529504776,-0.07239290326833725,0.6835480332374573,0.48860520124435425,-0.04250713437795639,0.7091934084892273,0.44298112392425537,-0.05738107115030289,0.7260210514068604,0.4104980230331421,-0.06438036262989044,0.7393444180488586,0.3810930848121643,-0.0692206546664238,OPEN_PALM
0.634650468826294,0.6340441703796387,3.874126548453205e-07,0.589150071144104,0.609344482421875,-0.016856588423252106,0.5487913489341736,0.560363233089447,-0.02834325097501278,0.5142228603363037,0.5288135409355164,-0.03948595002293587,0.48045191168785095,0.516890287399292,-0.051916927099227905,0.5833867192268372,0.4613589346408844,-0.020444298163056374,0.5601258873939514,0.3932218849658966,-0.0358455590903759,0.545921802520752,0.3501231074333191,-0.04831300303339958,0.5359141826629639,0.3127480149269104,-0.05809000879526138,0.61846923828125,0.4495036005973816,-0.02663249522447586,0.6158942580223083,0.36572176218032837,-0.04019886255264282,0.6143043041229248,0.31024929881095886,-0.05355013161897659,0.6136998534202576,0.26365727186203003,-0.06366100907325745,0.6510283946990967,0.4596090018749237,-0.03498249873518944,0.6628186106681824,0.3837882876396179,-0.05192573741078377,0.6700684428215027,0.33539900183677673,-0.06611518561840057,0.6748560070991516,0.29338324069976807,-0.0761108472943306,0.6800194978713989,0.4860492944717407,-0.044389449059963226,0.7065793871879578,0.4391247034072876,-0.0602814257144928,0.7235926389694214,0.4058178663253784,-0.0679888129234314,0.7369202971458435,0.3750605881214142,-0.073251873254776,OPEN_PALM
0.6341809034347534,0.6288987398147583,3.79517217652392e-07,0.5888270735740662,0.6031878590583801,-0.016391988843679428,0.5484090447425842,0.5542492866516113,-0.027631979435682297,0.5130256414413452,0.5233373045921326,-0.03870956599712372,0.479698121547699,0.5111680626869202,-0.05102508142590523,0.5824488401412964,0.45660027861595154,-0.018880942836403847,0.5592449307441711,0.3891426920890808,-0.0338321253657341,0.5452947020530701,0.3467864990234375,-0.04612183943390846,0.5356861352920532,0.3097676634788513,-0.055796220898628235,0.6171287894248962,0.4442770183086395,-0.02520492859184742,0.6145694255828857,0.3611946403980255,-0.03820827975869179,0.6126723885536194,0.3062707781791687,-0.05125768110156059,0.611778974533081,0.2600495517253876,-0.06126295030117035,0.6493920683860779,0.4534076154232025,-0.03378686308860779,0.6616682410240173,0.3772941827774048,-0.05030178278684616,0.6690950989723206,0.32933729887008667,-0.06439083069562912,0.6738977432250977,0.2877858579158783,-0.07438355684280396,0.6783084273338318,0.47893866896629333,-0.04343828558921814,0.7055215239524841,0.43187111616134644,-0.058849845081567764,0.7225238084793091,0.3981735110282898,-0.06653904914855957,0.7357074618339539,0.3671671748161316,-0.07191839069128036,OPEN_PALM
0.6291894912719727,0.6257091760635376,4.0644206933393434e-07,0.5835416913032532,0.6013234853744507,-0.018353551626205444,0.5425499677658081,0.5523573160171509,-0.030211331322789192,0.5068311095237732,0.5202706456184387,-0.0414147786796093,0.4719846546649933,0.5087838172912598,-0.053687576204538345,0.5752763152122498,0.45348823070526123,-0.0202503502368927,0.5515615940093994,0.38564160466194153,-0.03544934093952179,0.5378368496894836,0.342740535736084,-0.04792005196213722,0.5287606120109558,0.30498331785202026,-0.0576949305832386,0.6101397275924683,0.4407899081707001,-0.025289595127105713,0.607366144657135,0.3569105863571167,-0.03870772942900658,0.6061611175537109,0.3022264242172241,-0.051754891872406006,0.6057556867599487,0.2554780840873718,-0.061607904732227325,0.6425503492355347,0.44925403594970703,-0.03271358832716942,0.6550870537757874,0.3733225464820862,-0.04927879199385643,0.6628363728523254,0.32494038343429565,-0.06279752403497696,0.6676282286643982,0.28300732374191284,-0.07221914827823639,0.6714495420455933,0.47370022535324097,-0.04138748347759247,0.6982346177101135,0.4255005717277527,-0.05615479499101639,0.7147378921508789,0.391701877117157,-0.0631868839263916,0.7270472645759583,0.36052754521369934,-0.06806144118309021,OPEN_PALM
0.6110215783119202,0.6120718717575073,4.108345876829844e-07,0.5645728707313538,0.589287519454956,-0.018891260027885437,0.5227150917053223,0.5416843891143799,-0.030919445678591728,0.4863918125629425,0.5094677805900574,-0.04211089760065079,0.4513399600982666,0.49647143483161926,-0.05449635162949562,0.5586296916007996,0.4439489543437958,-0.02175321616232395,0.5322117805480957,0.37735515832901,-0.03698978200554848,0.5176282525062561,0.33468878269195557,-0.04923126474022865,0.5087122321128845,0.2964595556259155,-0.05875813215970993,0.5920759439468384,0.43104317784309387,-0.026167405769228935,0.5863115787506104,0.34758859872817993,-0.03860503062605858,0.5848871469497681,0.29458945989608765,-0.050526510924100876,0.5857905149459839,0.2492365837097168,-0.05999789759516716,0.6232056021690369,0.4379628896713257,-0.033060044050216675,0.6330839991569519,0.36412107944488525,-0.04874398931860924,0.6392121315002441,0.3173612654209137,-0.06189992278814316,0.6431357264518738,0.2771715223789215,-0.07155526429414749,0.6515041589736938,0.4602088928222656,-0.04133737087249756,0.6765267848968506,0.41230282187461853,-0.055688485503196716,0.6928970813751221,0.3795294165611267,-0.06293749064207077,0.7053635120391846,0.34979134798049927,-0.06831928342580795,OPEN_PALM
0.5867359042167664,0.598886251449585,4.271075226824905e-07,0.5408439636230469,0.5756278038024902,-0.01696624420583248,0.4977676570415497,0.5269638895988464,-0.027452822774648666,0.4605916738510132,0.4976603388786316,-0.03749525174498558,0.42568278312683105,0.4898824095726013,-0.04866785183548927,0.5300508141517639,0.43043744564056396,-0.0163633581250906,0.5055755972862244,0.3651289641857147,-0.02988513745367527,0.4915606677532196,0.3233710527420044,-0.04164320230484009,0.48241040110588074,0.28658074140548706,-0.05100078508257866,0.5635201334953308,0.41633984446525574,-0.02124333195388317,0.5579240322113037,0.3342931866645813,-0.0315263532102108,0.55698561668396,0.2816372811794281,-0.042603641748428345,0.5583517551422119,0.2376447319984436,-0.051584161818027496,0.5959124565124512,0.4220905601978302,-0.028711605817079544,0.6053197383880615,0.34915557503700256,-0.04156087338924408,0.6116010546684265,0.30290931463241577,-0.053561873733997345,0.616080105304718,0.26360300183296204,-0.06270691752433777,0.6257063150405884,0.443401575088501,-0.03765394538640976,0.6476349234580994,0.3959762156009674,-0.04945950210094452,0.6616960167884827,0.3629010319709778,-0.055372726172208786,0.672376811504364,0.33347177505493164,-0.059958960860967636,OPEN_PALM
0.5662531852722168,0.5977722406387329,3.809267923315929e-07,0.5203472971916199,0.57188880443573,-0.01598784700036049,0.4769377112388611,0.5253673195838928,-0.026690376922488213,0.4395275413990021,0.49858540296554565,-0.03702928498387337,0.40575531125068665,0.4928275942802429,-0.04885115474462509,0.5113426446914673,0.43082666397094727,-0.018587281927466393,0.48540738224983215,0.36646419763565063,-0.03311489149928093,0.47029322385787964,0.32644468545913696,-0.045252081006765366,0.4602991044521332,0.2907646596431732,-0.05478420481085777,0.544108510017395,0.41734087467193604,-0.02429843693971634,0.5368130803108215,0.33454209566116333,-0.035711612552404404,0.5344204306602478,0.28196918964385986,-0.04729586839675903,0.5348074436187744,0.23728708922863007,-0.05669349804520607,0.5754473209381104,0.42404904961586,-0.032344646751880646,0.5839344263076782,0.3475112318992615,-0.0463053360581398,0.5909439325332642,0.2990487813949585,-0.05897241085767746,0.5967658162117004,0.2578721344470978,-0.06863785535097122,0.6046343445777893,0.44625285267829895,-0.041590724140405655,0.6262884736061096,0.3963263928890228,-0.053721025586128235,0.6406089663505554,0.3611551821231842,-0.059803787618875504,0.6515519618988037,0.32930004596710205,-0.06484009325504303,OPEN_PALM
0.5457597970962524,0.5969218015670776,3.7882796277699526e-07,0.49857547879219055,0.5738421678543091,-0.016160978004336357,0.45424485206604004,0.5275374054908752,-0.026215845718979836,0.41565871238708496,0.5023036599159241,-0.03589899092912674,0.38194793462753296,0.49714651703834534,-0.04703952372074127,0.4870118796825409,0.43241024017333984,-0.017519084736704826,0.4599565267562866,0.3700995445251465,-0.031296923756599426,0.44517725706100464,0.3303205370903015,-0.04299140349030495,0.4353982210159302,0.29451462626457214,-0.05237632617354393,0.5190139412879944,0.4164314866065979,-0.0227931160479784,0.5113983154296875,0.3344154953956604,-0.03384750708937645,0.5089874267578125,0.2822839021682739,-0.04507535323500633,0.5089030265808105,0.23819293081760406,-0.054168131202459335,0.5500087738037109,0.42250776290893555,-0.030475741252303123,0.5574682354927063,0.3449499011039734,-0.044651832431554794,0.5644515752792358,0.29771819710731506,-0.05748021602630615,0.5697616338729858,0.2578411102294922,-0.06703631579875946,0.5783796906471252,0.4449104070663452,-0.03938161954283714,0.60056072473526,0.39351794123649597,-0.052680231630802155,0.6154775619506836,0.3590443730354309,-0.05964557081460953,0.6268521547317505,0.32832464575767517,-0.06499586254358292,OPEN_PALM
0.5338296294212341,0.5999865531921387,3.720752488334256e-07,0.48619338870048523,0.5791261792182922,-0.016057884320616722,0.44258812069892883,0.5355417728424072,-0.026433218270540237,0.4058307707309723,0.5109153985977173,-0.03655011206865311,0.3731960654258728,0.5054844617843628,-0.04807278886437416,0.47349053621292114,0.4366588294506073,-0.017132552340626717,0.44683554768562317,0.3739628195762634,-0.03061686083674431,0.4319857954978943,0.3344120383262634,-0.042222652584314346,0.42200541496276855,0.299298495054245,-0.05145534500479698,0.5060845613479614,0.4208502173423767,-0.022784432396292686,0.5001268982887268,0.33901113271713257,-0.03363575413823128,0.49741318821907043,0.2867562770843506,-0.04512452334165573,0.4960789978504181,0.24286246299743652,-0.05434050410985947,0.537203848361969,0.42572328448295593,-0.030784843489527702,0.5466361045837402,0.34867990016937256,-0.044867195188999176,0.5519840717315674,0.3000553250312805,-0.05737578496336937,0.5553072094917297,0.2586129605770111,-0.06665033847093582,0.5654023289680481,0.44649600982666016,-0.04001928120851517,0.5870853066444397,0.3945598900318146,-0.0528654046356678,0.6013705134391785,0.3602601885795593,-0.05869494006037712,0.6121786236763,0.33023324608802795,-0.06313127279281616,OPEN_PALM
